Year,Facility,Attendance
2016,Cayuga Lake St Pk,151156
2016,Whetstone Gulf,111388
2016,Fair Haven St Pk,260291
2016,Clarence Fahnestock,191855
2016,Reservoir St Pk,162088
2016,Riverbank State Park,3117456
2016,Hither Hills,646379
2016,John Brown Farm,38275
2016,Waterson Point Docking,1680
2016,Soaring Eagles Golf Course,28476
2016,Riverbank Rollr-Ice Rnks,449143
2016,John Burroughs Memorial,1945
2016,Minnewaska Park,360671
2016,Lake Erie St Pk,109916
2016,Cedar Pnt River Park,65584
2016,Bristol Beach,12705
2016,Sunset Bay MarinePark,16953
2017,Chenango Valley St Pk,191550
2017,Herkimer Home,1017
2017,Waterson Point Docking,0
2017,Napeague State Park,107820
2017,Chimney Bluffs,99100
2017,Allegany Quaker Area,781567
2017,High Tor St Pk,29135
2017,Hook Mountain,25874
2017,Sonnenberg Gardens and Mansion,39000
2017,Clay Pit Ponds,43201
2017,Keewaydin St Park,46465
2017,Conesus Lake Boat Launch,24855
2017,Mills Norrie St Pk,202606
2017,Wilson Tuscarora St Pk,218415
2017,Joseph Davis St Pk,0
2017,Battle Isl Golf Course,29135
2017,Selkirk Shores,99946
2017,Hempstead Lake St Pk,373479
2017,Montauk Downs,102690
2017,Wellesley Island St Pk,214515
2017,Schoharie Crossing,73971
2017,Steuben Memorial,0
2017,Hudson Highlands,384577
2017,Sam's Point,79406
2017,Canadaigua Btlau Ontrio,47525
2017,Coles Creek,88007
2017,Highland Lakes,8792
2017,Bear Mountain St Pk,2059873
2017,Beaver Island,330998
2017,Schunnemunk State Park,54625
2017,Saratoga Lake Boat Lnch,87562
2017,Lake Lauderdale *2,7776
2017,Lakeside Beach St Pk,89518
2017,Schuyler Mansion,12055
2017,Heckscher St Park,1068060
2017,Mary Island River Park,1352
2017,Springbrook Greens,5002
2017,Moreau Lake St Pk,381557
2017,Washington Headquarters,27679
2017,H H Spencer,47747
2017,State Park at the Fair *1,1161912
2017,Clarence Fahnestock,302634
2017,Caumsett St Pk,440201
2017,Minnewaska Park,392078
2017,Lake Erie St Pk,108403
2017,Sterling Forest,318159
2017,Sandy Island Beach,20577
2017,Clermont,84323
2017,Bayard C. A.,347492
2017,Schodack Island,187053
2017,Clark Reservation,114891
2017,Keuka Lake St Pk,116542
2017,Senate House,47699
2017,Canadarago Boat Lnch,17206
2017,Belmont Lakes St Pk,840420
2017,Watkins Glen St Pk,786594
2017,Sebago Lake,100542
2017,Cold Spring Harbor,160964
2017,Canoe-Picnic Pnt River,8540
2017,Minekill,107884
2017,Saratoga Springs (incl Victoria Pool & Golf Course),3065282
2017,Captree St Pk,1309053
2017,Marsha P. Johnson State Park (former East River State Park until 2020),1639925
2017,Montauk Point,1198798
2017,Staatsburgh SHS,56079
2017,Chittenango Fls St Pk,103342
2017,Haverstraw Beach,22303
2017,Kring Point,51891
2017,Point Au Roche,79794
2017,Stony Creek,25943
2017,Harriman Hiker Trail,131732
2017,Black Lk Boat Launch,19865
2017,Old Erie Canal,111488
2017,Reservoir St Pk,162995
2017,Bristol Beach,9473
2017,Quiet Cove Riverfront Park,15000
2017,Cedar Pnt River Park,68284
2017,Sunset Bay MarinePark,16862
2017,Fair Haven St Pk,262202
2017,John Brown Farm,42658
2017,Wildwood State Park,335236
2017,Glimmerglass State Park,159331
2017,Point Au Roche Boat Lau,13339
2017,Taconic Outdoor Education Center,11399
2017,Appalachian Trail,17404
2017,F D Roosevelt,392882
2017,Black River Trail,64108
2017,Lodi Point Marina/Boat,37654
2017,Hither Hills,646940
2017,Oquaga State Park,36962
2017,Trailview,131933
2017,Golden Hill St Pk,77359
2017,Higley Flow St Park,48218
2017,Riverbank State Park,3274725
2017,John Burroughs Memorial,533
2017,Big 6 Marina,75102
2017,Olana,172877
2017,Cayuga Lake St Pk,154293
2017,Brookhaven State Park,36981
2017,Whetstone Gulf,107046
2017,Riverbank Rollr-Ice Rnks,424705
2017,Shadmore,92155
2017,Sunken Meadow St Pk,3535216
2017,Eel Weir St Park,5052
2017,Goosepond Mountain,6582
2017,Letchworth State Park,834033
2017,Old Croton Aqueduct,1195375
2017,Riverbank Fitness Cntr,18037
2017,Irondquoit Bay Boat Lnch,30626
2017,Evangola St Pk,176845
2017,Long Point St Pk,33795
2017,Honeoye Bt Lau,52811
2017,Brentwood Sp,743853
2017,Pine Grove Boatlaunch,9173
2017,Gantry Plaza,1171478
2017,Long Point River Park,38145
2017,Artpark,315134
2017,Franklin D. Roosevelt Four Freedoms State Park,184807
2017,Cedar Island River Park,1576
2017,James Baird,107901
2017,Bonavista Golf Course,5088
2017,Peebles Island,127484
2017,Philipse Manor,32330
2017,Bowman Lake St Pk,44353
2017,Knox Headquarters,13539
2017,Peter Jay House (Jay Heritage Center),5000
2017,Whirlpool,394472
2017,Thompson Lake St Pk,70026
2017,Silver Lake,22062
2017,Ft Niagara (including boat launch),689404
2017,Palisades,14608
2017,Four  Mile Creek,85716
2017,Taughannock Falls St Pk,573970
2017,Genesee River Park,1132
2017,Fillmore Glen St Pk,90789
2017,Gilbert Lake St Pk,106194
2017,Tiorati,213908
2017,Mexico Point Boat Launch,5413
2017,Orient Beach St Pk,374256
2017,Planting Fields A,257720
2017,Tallman Mountain St Pk,338025
2017,Fort Montgomery,35915
2017,Grafton Lakes St Pk,245272
2017,Genesee Valley Greenway,45401
2017,Pixley Falls State Park,36847
2017,Jacques Cartier St Pk,25485
2017,Pinnacle State Park and Golf Course,1007
2017,Blauvelt,31776
2017,Braddock Bay,28860
2017,Oriskany Battlefield,9053
2017,Long Point Marina,118745
2017,Fort Ontario,97649
2017,John Boyd Thacher Pk,508626
2017,Lorenzo,33722
2017,Southwick Beach St Pk,89190
2017,Dewolf Point,17093
2017,Rudd Pond,18056
2017,Seneca Lake St Pk,187897
2017,New Windsor Cantonment,28432
2017,Crailo,9926
2017,Hamlin Beach State Park,302246
2017,Stony Brook St Pk,174768
2017,Hallock St Pk Preserve,19719
2017,Rockland Lake State Park,487724
2017,Walkway Over The Hudson,593868
2017,Ganondagan,51764
2017,Crown Point,30258
2017,Bethpage Golf Course,757651
2017,Buttermilk Falls St Pk,292488
2017,Midway State Park,82942
2017,Lake Taghkanic St Park,186085
2017,Niagara Reservation,9435285
2017,Rock Island,6710
2017,Harriman Beaver Pond,72713
2017,Valley Stream St Pk,305502
2017,Caleb Smith State Park,39635
2017,Newtown Battlefield,52532
2017,Sampson St Pk,161304
2017,Mark Twain State Park and Soaring Eagles Golf Course,118166
2017,Westcott Beach St Pk,93000
2017,National Purple Heart Hall Of Honor,22407
2017,Camp Hero,305207
2017,Connetquot River St Pk,247167
2017,Allegany Red House Area,730926
2017,Sag Harbour,23814
2017,Harriman Group Camp,193147
2017,Lake Superior,10069
2017,Allan Treman Marina,311260
2017,St Lawrence Golf Course,8205
2017,Copake Falls,321820
2017,Walt Whitman House,6494
2017,Knox Farm Sp,335318
2017,Sackets Harbor Btl Field,73974
2017,Bennington Battlefield,28323
2017,Jones Beach,5947537
2017,Macomb Reservation,26317
2017,Cumberland Bay St Pk,51815
2017,Barcelona Lighthouse,17368
2017,John Jay Homestead,74950
2017,Green Lakes State Park,829713
2017,Nyack Beach St Pk,161674
2017,Amsterdam Beach,12000
2017,Max V Shaul Campsite,21677
2017,Grants Cottage,6574
2017,Anthony Wayne,89048
2017,Stony Point Battlefield,25660
2017,Deveaux Woods,81436
2017,Indian Hills Golf Course,20261
2017,Grass Pnt River Park,33954
2017,Robert Moses St Pk,98242
2017,Robert Moses St Pk,4044142
2017,Lake Welch,286842
2017,Wehle State Park,62070
2017,Betty And Wilbur Davis State Park,35624
2017,Delta Lake St Pk,267273
2017,Buffalo Harbor St Pk & Marina,204445
2017,Robert H Treman St Pk,338428
2017,Darien Lakes State Park,76016
2017,Johnson Hall,63688
2017,Bayswater Point St Pk,20388
2017,Storm King,15628
2017,Rockefeller Preserve,397706
2017,Cherry Plain St Pk,23438
2017,Nissequogue River,140649
2017,Oak Orchard Boat Launch,4874
2017,Wilson Hill Boat Launch,8694
2017,Deans Cove Boat Launch,17572
2017,Chaumont Boat Launch,32014
2017,Roberto Clemente,326932
2017,Great Chazy Boat Launch,16750
2017,Verona Beach State Park,247016
2017,Buckhorn,39370
2017,Burnham Pnt River Park,11519
2017,Devils Hole,160176
2018,Southwick Beach St Pk,114713
2018,Cedar Island River Park,1619
2018,Cayuga Lake St Pk,167862
2018,Wehle State Park,76479
2018,Bayswater Point St Pk,18768
2018,Sonnenberg Gardens and Mansion,34329
2018,Caumsett St Pk,505155
2018,Bayard C. A.,350940
2018,Allan Treman Marina,291507
2018,Whirlpool,412289
2018,Bear Mountain St Pk,2127572
2018,Amsterdam Beach,14994
2018,Stony Point Battlefield,28514
2018,Anthony Wayne,70411
2018,Buffalo Harbor St Pk & Marina,254678
2018,Buckhorn,38934
2018,Storm King,14505
2018,Valley Stream St Pk,297375
2018,Big 6 Marina,76765
2018,Whetstone Gulf,106384
2018,Brookhaven State Park,55581
2018,Sunken Meadow St Pk,3193085
2018,Black Lk Boat Launch,29230
2018,Trailview,151539
2018,Bristol Beach,8292
2018,Sunset Bay MarinePark,27298
2018,Taconic Outdoor Education Center,9485
2018,Wildwood State Park,455561
2018,Black River Trail,101404
2018,Appalachian Trail,17199
2018,Brentwood Sp,801603
2018,Tiorati,199038
2018,Tallman Mountain St Pk,378361
2018,Blauvelt,36769
2018,Braddock Bay,32587
2018,Taughannock Falls St Pk,479305
2018,Bonavista Golf Course,8282
2018,Bowman Lake St Pk,61881
2018,Thompson Lake St Pk,61820
2018,Artpark,339910
2018,Betty And Wilbur Davis State Park,31808
2018,Wellesley Island St Pk,222841
2018,Verona Beach State Park,211043
2018,Wilson Hill Boat Launch,8244
2018,Watkins Glen St Pk,973972
2018,Captree St Pk,1123681
2018,Springbrook Greens,2159
2018,Beaver Island,337605
2018,Allegany Quaker Area,797641
2018,Canoe-Picnic Pnt River,9338
2018,Waterson Point Docking,1848
2018,Canadarago Boat Lnch,17048
2018,Staatsburgh SHS,55339
2018,State Park at the Fair *1,1279010
2018,Sterling Forest,297659
2018,Washington Headquarters,24099
2018,Belmont Lakes St Pk,858429
2018,Canadaigua Btlau Ontrio,47850
2018,Steuben Memorial,957
2018,Wilson Tuscarora St Pk,221444
2018,Allegany Red House Area,712217
2018,Battle Isl Golf Course,29152
2018,Westcott Beach St Pk,112096
2018,Camp Hero,257965
2018,St Lawrence Golf Course,6791
2018,Walt Whitman House,4304
2018,Bennington Battlefield,25950
2018,Caleb Smith State Park,56252
2018,Stony Brook St Pk,173719
2018,Walkway Over The Hudson,558224
2018,Buttermilk Falls St Pk,304250
2018,Stony Creek,23365
2018,Barcelona Lighthouse,21605
2018,Burnham Pnt River Park,11996
2018,Bethpage Golf Course,719509
2018,Knox Headquarters,12889
2018,Orient Beach St Pk,243593
2018,Rock Island,7305
2018,Montauk Downs,97250
2018,Hempstead Lake St Pk,368362
2018,Darien Lakes State Park,80092
2018,Rockefeller Preserve,384837
2018,Montauk Point,995485
2018,Deans Cove Boat Launch,19480
2018,Heckscher St Park,1091829
2018,Roberto Clemente,329375
2018,Moreau Lake St Pk,309775
2018,Herkimer Home,6916
2018,Haverstraw Beach,23725
2018,Napeague State Park,120190
2018,Harriman Hiker Trail,126330
2018,Deveaux Woods,101088
2018,Robert Moses St Pk,114462
2018,Robert Moses St Pk,3674639
2018,National Purple Heart Hall Of Honor,18776
2018,Harriman Group Camp,184657
2018,Newtown Battlefield,50709
2018,Devils Hole,162774
2018,Robert H Treman St Pk,350890
2018,Delta Lake St Pk,340761
2018,Harriman Beaver Pond,72970
2018,Cumberland Bay St Pk,59104
2018,Crown Point,26825
2018,Mary Island River Park,2295
2018,Hook Mountain,28908
2018,Conesus Lake Boat Launch,24794
2018,Sampson St Pk,180254
2018,Max V Shaul Campsite,17804
2018,Connetquot River St Pk,264289
2018,Honeoye Bt Lau,46817
2018,Sag Harbour,22272
2018,Mexico Point Boat Launch,14753
2018,Hither Hills,608630
2018,Minnewaska Park,370884
2018,Copake Falls,308359
2018,Midway State Park,84959
2018,Higley Flow St Park,50121
2018,Rudd Pond,17785
2018,Mills Norrie St Pk,167795
2018,High Tor St Pk,20190
2018,Crailo,8387
2018,Minekill,129605
2018,Highland Lakes,8822
2018,Rockland Lake State Park,482295
2018,H H Spencer,51860
2018,Sackets Harbor Btl Field,73121
2018,Hudson Highlands,376794
2018,New Windsor Cantonment,19656
2018,Dewolf Point,17396
2018,Glimmerglass State Park,185367
2018,Fillmore Glen St Pk,120731
2018,Planting Fields A,252376
2018,Oquaga State Park,56002
2018,Gilbert Lake St Pk,123097
2018,Fort Montgomery,31615
2018,Pixley Falls State Park,35148
2018,Silver Lake,19527
2018,Genesee Valley Greenway,47726
2018,Pinnacle State Park and Golf Course,55
2018,Old Erie Canal,203597
2018,Oriskany Battlefield,4946
2018,Fort Ontario,150920
2018,Palisades,20121
2018,Gantry Plaza,1287414
2018,Four  Mile Creek,87439
2018,Pine Grove Boatlaunch,11384
2018,Peebles Island,58318
2018,Ganondagan,50170
2018,Franklin D. Roosevelt Four Freedoms State Park,208367
2018,Philipse Manor,28968
2018,Ft Niagara (including boat launch),691166
2018,Genesee River Park,1290
2018,Hamlin Beach State Park,324264
2018,Point Au Roche,80299
2018,Golden Hill St Pk,79024
2018,Riverbank State Park,3643242
2018,Hallock St Pk Preserve,22261
2018,Niagara Reservation,9516147
2018,Green Lakes State Park,1101679
2018,Eel Weir St Park,3922
2018,Riverbank Rollr-Ice Rnks,436882
2018,Nissequogue River,227169
2018,Great Chazy Boat Launch,18183
2018,Riverbank Fitness Cntr,19841
2018,Nyack Beach St Pk,131195
2018,F D Roosevelt,349318
2018,Grass Pnt River Park,42489
2018,Reservoir St Pk,162936
2018,Oak Orchard Boat Launch,7317
2018,Quiet Cove Riverfront Park,4031
2018,Grants Cottage,7585
2018,Olana,175017
2018,Grafton Lakes St Pk,267637
2018,Goosepond Mountain,6227
2018,Fair Haven St Pk,296438
2018,Point Au Roche Boat Lau,16717
2018,Old Croton Aqueduct,1125953
2018,Evangola St Pk,185142
2018,Sam's Point,82475
2018,Peter Jay House (Jay Heritage Center),3652
2018,Senate House,45454
2018,Chaumont Boat Launch,40869
2018,Schoharie Crossing,68382
2018,Keewaydin St Park,60342
2018,Johnson Hall,58884
2018,Lake Taghkanic St Park,183099
2018,Irondquoit Bay Boat Lnch,35478
2018,Long Point St Pk,51515
2018,Lake Lauderdale *2,14021
2018,Selkirk Shores,112422
2018,Clarence Fahnestock,266258
2018,Schunnemunk State Park,48950
2018,Saratoga Springs (incl Victoria Pool & Golf Course),2937683
2018,Jacques Cartier St Pk,26147
2018,Long Point River Park,36689
2018,Lakeside Beach St Pk,90345
2018,Chenango Valley St Pk,218281
2018,Lake Welch,282757
2018,Joseph Davis St Pk,50
2018,Schodack Island,194377
2018,Clay Pit Ponds,44113
2018,Lodi Point Marina/Boat,25461
2018,Cherry Plain St Pk,23758
2018,John Boyd Thacher Pk,542218
2018,Clark Reservation,132044
2018,James Baird,104351
2018,Lake Superior,10842
2018,Long Point Marina,115745
2018,Clermont,89424
2018,Lake Erie St Pk,112011
2018,Seneca Lake St Pk,151380
2018,John Brown Farm,60600
2018,Mark Twain State Park and Soaring Eagles Golf Course,23148
2018,Sebago Lake,69498
2018,John Jay Homestead,80841
2018,Sandy Island Beach,25364
2018,Knox Farm Sp,316121
2018,Coles Creek,95297
2018,Kring Point,52236
2018,Chimney Bluffs,71221
2018,Keuka Lake St Pk,117209
2018,Lorenzo,49095
2018,Saratoga Lake Boat Lnch,74902
2018,Cedar Pnt River Park,82941
2018,Shadmore,114490
2018,John Burroughs Memorial,975
2018,Macomb Reservation,30616
2018,Indian Hills Golf Course,13160
2018,Marsha P. Johnson State Park (former East River State Park until 2020),1398926
2018,Letchworth State Park,808167
2018,Schuyler Mansion,10889
2018,Cold Spring Harbor,171885
2018,Jones Beach,8501395
2018,Chittenango Fls St Pk,115175
2019,Lake Taghkanic St Park,185282
2019,Big 6 Marina,68118
2019,Grafton Lakes St Pk,261190
2019,Grass Pnt River Park,36632
2019,Jones Beach,8156628
2019,Great Chazy Boat Launch,16314
2019,Nyack Beach St Pk,121064
2019,Grants Cottage,5008
2019,Johnson Hall,60354
2019,Verona Beach State Park,152681
2019,Amsterdam Beach,13860
2019,Olana,160936
2019,Oak Orchard Boat Launch,6992
2019,Valley Stream St Pk,331673
2019,Wilson Hill Boat Launch,8406
2019,Betty And Wilbur Davis State Park,18562
2019,Marsha P. Johnson State Park (former East River State Park until 2020),1609568
2019,Old Croton Aqueduct,1242593
2019,Oriskany Battlefield,14488
2019,Lake Erie St Pk,107355
2019,Allegany Quaker Area,802727
2019,Genesee River Park,984
2019,Woodlawn,0
2019,Palisades,17206
2019,Gantry Plaza,1898951
2019,Keuka Lake St Pk,116615
2019,Bonavista Golf Course,3890
2019,Peebles Island,51218
2019,Kring Point,50483
2019,Knox Farm Sp,292815
2019,Ganondagan,49318
2019,Allan Treman Marina,355313
2019,Ft Niagara (including boat launch),474077
2019,Blauvelt,31420
2019,Black Lk Boat Launch,13969
2019,Genesee Valley Greenway,50133
2019,Tiorati,261656
2019,Lake Superior,11794
2019,Allegany Red House Area,718483
2019,Goosepond Mountain,5894
2019,Wilson Tuscarora St Pk,218596
2019,Golden Hill St Pk,73554
2019,Joseph Davis St Pk,6
2019,Trailview,157257
2019,Old Erie Canal,141651
2019,Glimmerglass State Park,173453
2019,Black River Trail,104340
2019,Lakeside Beach St Pk,100587
2019,Oquaga State Park,48054
2019,Lake Lauderdale *2,8588
2019,Gilbert Lake St Pk,202304
2019,Orient Beach St Pk,180137
2019,Keewaydin St Park,56769
2019,Lake Welch,312213
2019,New Windsor Cantonment,20985
2019,Anthony Wayne,83463
2019,Higley Flow St Park,44892
2019,Mills Norrie St Pk,199967
2019,Bear Mountain St Pk,2230956
2019,Athens,13404
2019,High Tor St Pk,24373
2019,Minekill,149981
2019,Whetstone Gulf,42067
2019,Lorenzo,45820
2019,Watkins Glen St Pk,1037138
2019,Irondquoit Bay Boat Lnch,38653
2019,Thompson Lake St Pk,66275
2019,Minnewaska Park,398406
2019,Long Point St Pk,50021
2019,Beaver Island,306395
2019,Jacques Cartier St Pk,27979
2019,Indian Hills Golf Course,18331
2019,Midway State Park,81050
2019,Barcelona Lighthouse,17252
2019,Macomb Reservation,32498
2019,Hudson Highlands,477864
2019,Mary Island River Park,2619
2019,Battle Isl Golf Course,28377
2019,Hook Mountain,27528
2019,Westcott Beach St Pk,106727
2019,Wellesley Island St Pk,200937
2019,Bayard C. A.,442658
2019,H H Spencer,56108
2019,Max V Shaul Campsite,34083
2019,Hudson River Islands,0
2019,Hunts Pond State Park,0
2019,Honeoye Bt Lau,41599
2019,Bayswater Point St Pk,11868
2019,Mexico Point Boat Launch,11520
2019,Hither Hills,497769
2019,Wehle State Park,84845
2019,Mark Twain State Park and Soaring Eagles Golf Course,25066
2019,Nissequogue River,272750
2019,Herkimer Home,6000
2019,Long Point River Park,35362
2019,Walt Whitman House,7053
2019,Bennington Battlefield,29859
2019,Newtown Battlefield,46609
2019,Wildwood State Park,447597
2019,John Brown Farm,56638
2019,John Burroughs Memorial,1021
2019,Harriman Beaver Pond,75051
2019,Hamlin Beach State Park,345821
2019,Letchworth State Park,841681
2019,Hallock St Pk Preserve,24826
2019,Walkway Over The Hudson,621280
2019,Bethpage Golf Course,848486
2019,Niagara Reservation,9596491
2019,John Jay Homestead,77119
2019,Green Lakes State Park,1103261
2019,Harriman Group Camp,191153
2019,National Purple Heart Hall Of Honor,18564
2019,Appalachian Trail,16146
2019,Lodi Point Marina/Boat,19807
2019,Waterson Point Docking,1613
2019,Washington Headquarters (including Tower of Victory),33280
2019,Artpark,321427
2019,Hempstead Lake St Pk,397585
2019,Beechwood,0
2019,Montauk Point,1104315
2019,Whirlpool,417994
2019,Montauk Downs,89434
2019,James Baird,107659
2019,Moreau Lake St Pk,347290
2019,Long Point Marina,104645
2019,Haverstraw Beach,22266
2019,Belmont Lakes St Pk,908222
2019,John Boyd Thacher Pk,610599
2019,Napeague State Park,113260
2019,Harriman Hiker Trail,118189
2019,Heckscher St Park,1133307
2019,Highland Lakes,8308
2019,Silver Lake,27031
2019,Crown Point,29033
2019,Eel Weir St Park,4583
2019,Rock Island,6898
2019,Clinton House,0
2019,Brookhaven State Park,78316
2019,Schuyler Mansion,15206
2019,Sunken Meadow St Pk,3602722
2019,Riverbank Rollr-Ice Rnks,446650
2019,Springbrook Greens,221
2019,Buttermilk Falls St Pk,326156
2019,Cumberland Bay St Pk,55420
2019,Empire Fulton Ferry,0
2019,Cold Spring Harbor,174863
2019,Riverbank Fitness Cntr,22346
2019,Captree St Pk,1369277
2019,Chittenango Fls St Pk,194257
2019,Saratoga Lake Boat Lnch,111352
2019,Sebago Lake,81226
2019,Evangola St Pk,189593
2019,Reservoir St Pk,162847
2019,Rockland Lake State Park,574143
2019,Bristol Beach,10319
2019,Chimney Bluffs,80599
2019,Saratoga Springs (incl Victoria Pool & Golf Course),3065622
2019,Caumsett St Pk,523476
2019,Sunset Bay MarinePark,21237
2019,Quiet Cove Riverfront Park,28503
2019,Peter Jay House (Jay Heritage Center),15742
2019,Clarence Fahnestock,312606
2019,Durand Eastman,0
2019,Darien Lakes State Park,79019
2019,Schunnemunk State Park,50410
2019,Staatsburgh SHS,55067
2019,Delta Lake St Pk,268084
2019,Burnham Pnt River Park,12703
2019,Knox Headquarters,12535
2019,Stony Point Battlefield,35533
2019,Canadarago Boat Lnch,17129
2019,Deveaux Woods,105175
2019,Deans Cove Boat Launch,20993
2019,Schodack Island,207678
2019,Robert Moses St Pk,4269163
2019,Robert Moses St Pk,114065
2019,Buffalo Harbor St Pk & Marina,261682
2019,Clay Pit Ponds,47060
2019,Stony Brook St Pk,176169
2019,Clermont,92759
2019,Schoharie Crossing,89021
2019,Devils Hole,161137
2019,Robert H Treman St Pk,369121
2019,Stony Creek,22460
2019,State Park at the Fair *1,1329275
2019,Storm King,14239
2019,Canoe-Picnic Pnt River,8744
2019,Clark Reservation,163346
2019,Dewolf Point,14064
2019,Riverbank State Park,3020622
2019,Buckhorn,38894
2019,Sterling Forest,309492
2019,Connetquot River St Pk,250562
2019,Rockefeller Preserve,414211
2019,Fair Haven St Pk,294544
2019,Roberto Clemente,339868
2019,Sackets Harbor Btl Field,83642
2019,Planting Fields A,312574
2019,Coxsackie,72426
2019,Franklin D. Roosevelt Four Freedoms State Park,255473
2019,Seneca Lake St Pk,140148
2019,Fort Montgomery,30970
2019,Steuben Memorial,5171
2019,Pixley Falls State Park,44597
2019,Conesus Lake Boat Launch,33469
2019,Sag Harbour,21968
2019,Pine Grove Boatlaunch,8584
2019,Tallman Mountain St Pk,361922
2019,Selkirk Shores,96448
2019,Cayuga Lake St Pk,167289
2019,Chaumont Boat Launch,38766
2019,Copake Falls,315626
2019,Braddock Bay,37552
2019,Cedar Pnt River Park,72059
2019,Fort Ontario,123852
2019,Sam's Point,86437
2019,Shadmore,107760
2019,St Lawrence Golf Course,8019
2019,Taughannock Falls St Pk,577391
2019,Pinnacle State Park and Golf Course,0
2019,Sampson St Pk,165614
2019,Philipse Manor,29252
2019,Senate House,38595
2019,Crailo,5776
2019,Coles Creek,81993
2019,Taconic Outdoor Education Center,894
2019,Point Au Roche Boat Lau,14213
2019,Cherry Plain St Pk,23790
2019,Camp Hero,286671
2019,Southwick Beach St Pk,84212
2019,F D Roosevelt,572102
2019,Chenango Valley St Pk,214454
2019,Rudd Pond,17936
2019,Sandy Island Beach,18842
2019,Four  Mile Creek,81822
2019,Shirley Chisholm State Park,111849
2019,Bowman Lake St Pk,75582
2019,Sonnenberg Gardens and Mansion,34129
2019,Brentwood Sp,690867
2019,Fillmore Glen St Pk,111272
2019,Point Au Roche,75302
2019,Canadaigua Btlau Ontrio,42005
2019,Caleb Smith State Park,69959
2019,Cedar Island River Park,2126
2020,Conesus Lake Boat Launch,39974
2020,Saratoga Springs (incl Victoria Pool & Golf Course),2278570
2020,Clermont,177086
2020,Hook Mountain,50752
2020,State Park at the Fair *1,0
2020,Whetstone Gulf,77360
2020,Wellesley Island St Pk,211266
2020,Lorenzo,18522
2020,Irondquoit Bay Boat Lnch,30250
2020,Coles Creek,70435
2020,Clinton House,0
2020,Mark Twain State Park and Soaring Eagles Golf Course,22329
2020,Westcott Beach St Pk,142744
2020,Hudson River Islands,0
2020,Battle Isl Golf Course,33056
2020,Saratoga Lake Boat Lnch,76861
2020,Hunts Pond State Park,0
2020,Marsha P. Johnson State Park (former East River State Park until 2020),630970
2020,Canadaigua Btlau Ontrio,53976
2020,Sam's Point,97612
2020,Sandy Island Beach,25455
2020,Steuben Memorial,5508
2020,Barcelona Lighthouse,7205
2020,Macomb Reservation,29073
2020,Indian Hills Golf Course,19749
2020,Hudson Highlands,480802
2020,Sterling Forest,305537
2020,Bayard C. A.,407020
2020,Mary Island River Park,3515
2020,Cold Spring Harbor,233538
2020,Thompson Lake St Pk,64180
2020,Schunnemunk State Park,50934
2020,Long Point St Pk,75225
2020,Lake Taghkanic St Park,203430
2020,Amsterdam Beach,22215
2020,Jones Beach,8313133
2020,Southwick Beach St Pk,148336
2020,Cherry Plain St Pk,29220
2020,Lake Superior,0
2020,Joseph Davis St Pk,46485
2020,Senate House,19793
2020,Wilson Tuscarora St Pk,223000
2020,Sonnenberg Gardens and Mansion,15388
2020,Chenango Valley St Pk,208114
2020,Lakeside Beach St Pk,103332
2020,Seneca Lake St Pk,164232
2020,Allegany Red House Area,665081
2020,Selkirk Shores,92502
2020,Lake Lauderdale *2,7718
2020,Cayuga Lake St Pk,189991
2020,Chaumont Boat Launch,33299
2020,Shadmore,167175
2020,Allegany Quaker Area,703521
2020,Woodlawn,148720
2020,Lake Erie St Pk,88407
2020,Keuka Lake St Pk,126159
2020,Cedar Pnt River Park,72472
2020,Shirley Chisholm State Park,435549
2020,Cedar Island River Park,1873
2020,Kring Point,62026
2020,Knox Farm Sp,512518
2020,Knox Headquarters,9897
2020,Silver Lake,34902
2020,Keewaydin St Park,54973
2020,Athens,0
2020,Chimney Bluffs,101612
2020,Johnson Hall,90056
2020,Jacques Cartier St Pk,28793
2020,Staatsburgh SHS,65112
2020,Canadarago Boat Lnch,24069
2020,Schodack Island,248485
2020,Artpark,229672
2020,Whirlpool,242852
2020,Long Point River Park,182140
2020,James Baird,111449
2020,Clay Pit Ponds,44728
2020,Schoharie Crossing,92703
2020,Canoe-Picnic Pnt River,8143
2020,Long Point Marina,144802
2020,John Boyd Thacher Pk,1132648
2020,John Brown Farm,75091
2020,Caumsett St Pk,914065
2020,Clark Reservation,233653
2020,Lodi Point Marina/Boat,64697
2020,Wildwood State Park,567233
2020,Captree St Pk,1874492
2020,Clarence Fahnestock,325021
2020,John Burroughs Memorial,2183
2020,Schuyler Mansion,5029
2020,Letchworth State Park,966430
2020,Springbrook Greens,375
2020,John Jay Homestead,56623
2020,Chittenango Fls St Pk,357519
2020,Sebago Lake,119659
2020,Anthony Wayne,79451
2020,Lake Welch,464793
2020,Wilson Hill Boat Launch,8704
2020,Appalachian Trail,26219
2020,Sampson St Pk,163569
2020,Watkins Glen St Pk,663402
2020,Connetquot River St Pk,355661
2020,Bristol Beach,11610
2020,Grants Cottage,5411
2020,Olana,150023
2020,Sunset Bay MarinePark,31292
2020,Valley Stream St Pk,416271
2020,Quiet Cove Riverfront Park,0
2020,Reservoir St Pk,63178
2020,Fair Haven St Pk,290498
2020,Old Croton Aqueduct,1669439
2020,Black Lk Boat Launch,22505
2020,Taconic Outdoor Education Center,732
2020,Point Au Roche Boat Lau,11580
2020,Goosepond Mountain,12007
2020,F D Roosevelt,416890
2020,Grafton Lakes St Pk,276883
