Year,Facility,Attendance,LastAttendance
2019,Riverbank Fitness Cntr,22346,19841.0
2018,Riverbank Fitness Cntr,19841,18037.0
2017,Riverbank Fitness Cntr,18037,12144.0
2016,Riverbank Fitness Cntr,12144,12624.0
2015,Riverbank Fitness Cntr,12624,15483.0
2014,Riverbank Fitness Cntr,15483,22720.0
2013,Riverbank Fitness Cntr,22720,40438.0
2012,Riverbank Fitness Cntr,40438,33655.0
2011,Riverbank Fitness Cntr,33655,32277.0
2010,Riverbank Fitness Cntr,32277,31197.0
2009,Riverbank Fitness Cntr,31197,43083.0
2008,Riverbank Fitness Cntr,43083,0.0
2007,Riverbank Fitness Cntr,40664,37603.0
2006,Riverbank Fitness Cntr,37603,39969.0
2005,Riverbank Fitness Cntr,39969,32787.0
2004,Riverbank Fitness Cntr,32787,30848.0
2003,Riverbank Fitness Cntr,30848,81146.0
2020,Riverbank Rollr-Ice Rnks,81146,446650.0
2019,Riverbank Rollr-Ice Rnks,446650,436882.0
2018,Riverbank Rollr-Ice Rnks,436882,424705.0
2017,Riverbank Rollr-Ice Rnks,424705,449143.0
2016,Riverbank Rollr-Ice Rnks,449143,389143.0
2015,Riverbank Rollr-Ice Rnks,389143,407003.0
2014,Riverbank Rollr-Ice Rnks,407003,439872.0
2013,Riverbank Rollr-Ice Rnks,439872,367205.0
2012,Riverbank Rollr-Ice Rnks,367205,239888.0
2011,Riverbank Rollr-Ice Rnks,239888,245192.0
2010,Riverbank Rollr-Ice Rnks,245192,249705.0
2009,Riverbank Rollr-Ice Rnks,249705,262624.0
2008,Riverbank Rollr-Ice Rnks,262624,0.0
2007,Riverbank Rollr-Ice Rnks,384215,303315.0
2006,Riverbank Rollr-Ice Rnks,303315,286136.0
2005,Riverbank Rollr-Ice Rnks,286136,261934.0
2004,Riverbank Rollr-Ice Rnks,261934,229156.0
2003,Riverbank Rollr-Ice Rnks,229156,3143222.0
2020,Riverbank State ,3143222,3020622.0
2019,Riverbank State ,3020622,3643242.0
2018,Riverbank State ,3643242,3274725.0
2017,Riverbank State ,3274725,3117456.0
2016,Riverbank State ,3117456,2704678.0
2015,Riverbank State ,2704678,3187269.0
2014,Riverbank State ,3187269,4084296.0
2013,Riverbank State ,4084296,3588710.0
2012,Riverbank State ,3588710,3363265.0
2011,Riverbank State ,3363265,3149457.0
2010,Riverbank State ,3149457,3609449.0
2009,Riverbank State ,3609449,2715154.0
2008,Riverbank State ,2715154,0.0
2007,Riverbank State ,2006601,1758524.0
2006,Riverbank State ,1758524,1712563.0
2005,Riverbank State ,1712563,1610082.0
2004,Riverbank State ,1610082,1357367.0
2003,Riverbank State ,1357367,444124.0
2020,Robert H Treman ,444124,369121.0
2019,Robert H Treman ,369121,350890.0
2018,Robert H Treman ,350890,338428.0
2017,Robert H Treman ,338428,336664.0
2016,Robert H Treman ,336664,300129.0
2015,Robert H Treman ,300129,234791.0
2014,Robert H Treman ,234791,195410.0
2013,Robert H Treman ,195410,225758.0
2012,Robert H Treman ,225758,215383.0
2011,Robert H Treman ,215383,236174.0
2010,Robert H Treman ,236174,223915.0
2009,Robert H Treman ,223915,199115.0
2008,Robert H Treman ,199115,0.0
2007,Robert H Treman ,171361,155289.0
2006,Robert H Treman ,155289,162965.0
2005,Robert H Treman ,162965,149808.0
2004,Robert H Treman ,149808,162866.0
2003,Robert H Treman ,162866,5934744.0
2020,Robert Moses ,5934744,83515.0
2020,Robert Moses ,83515,114065.0
2019,Robert Moses ,114065,4269163.0
2019,Robert Moses ,4269163,3674639.0
2018,Robert Moses ,3674639,114462.0
2018,Robert Moses ,114462,4044142.0
2017,Robert Moses ,4044142,98242.0
2017,Robert Moses ,98242,4257360.0
2016,Robert Moses ,4257360,92123.0
2016,Robert Moses ,92123,95080.0
2015,Robert Moses ,95080,3956941.0
2015,Robert Moses ,3956941,3477086.0
2014,Robert Moses  - Long Island,3477086,0.0
2013,Robert Moses  - Long Island,2558927,3226597.0
2012,Robert Moses  - Long Island,3226597,3318106.0
2011,Robert Moses  - Long Island,3318106,3800555.0
2010,Robert Moses  - Long Island,3800555,3649619.0
2009,Robert Moses  - Long Island,3649619,3257581.0
2008,Robert Moses  - Long Island,3257581,3460742.0
2007,Robert Moses  - Long Island,3460742,3494423.0
2006,Robert Moses  - Long Island,3494423,3445865.0
2005,Robert Moses  - Long Island,3445865,3463082.0
2004,Robert Moses  - Long Island,3463082,3376253.0
2003,Robert Moses  - Long Island,3376253,98257.0
2014,Robert Moses  - Thousand Islands,98257,85928.0
2013,Robert Moses  - Thousand Islands,85928,75605.0
2012,Robert Moses  - Thousand Islands,75605,67785.0
2011,Robert Moses  - Thousand Islands,67785,71050.0
2010,Robert Moses  - Thousand Islands,71050,240628.0
2009,Robert Moses  - Thousand Islands,240628,239555.0
2008,Robert Moses  - Thousand Islands,239555,0.0
2007,Robert Moses  - Thousand Islands,231909,230637.0
2006,Robert Moses  - Thousand Islands,230637,234635.0
2005,Robert Moses  - Thousand Islands,234635,248589.0
2004,Robert Moses  - Thousand Islands,248589,260797.0
2003,Robert Moses  - Thousand Islands,260797,101443.0
2020,Roberto Clemente,101443,339868.0
2019,Roberto Clemente,339868,329375.0
2018,Roberto Clemente,329375,326932.0
2017,Roberto Clemente,326932,620811.0
2016,Roberto Clemente,620811,1077331.0
2015,Roberto Clemente,1077331,1092606.0
2014,Roberto Clemente,1092606,1086625.0
2013,Roberto Clemente,1086625,1227174.0
2012,Roberto Clemente,1227174,1229238.0
2011,Roberto Clemente,1229238,1112641.0
2010,Roberto Clemente,1112641,818393.0
2009,Roberto Clemente,818393,1215014.0
2008,Roberto Clemente,1215014,0.0
2007,Roberto Clemente,1272589,1341117.0
2006,Roberto Clemente,1341117,1400167.0
2005,Roberto Clemente,1400167,743412.0
2004,Roberto Clemente,743412,1077815.0
2003,Roberto Clemente,1077815,556777.0
2020,Rockefeller Preserve,556777,414211.0
2019,Rockefeller Preserve,414211,384837.0
2018,Rockefeller Preserve,384837,397706.0
2017,Rockefeller Preserve,397706,453475.0
2016,Rockefeller Preserve,453475,379940.0
2015,Rockefeller Preserve,379940,337842.0
2014,Rockefeller Preserve,337842,342860.0
2013,Rockefeller Preserve,342860,342966.0
2012,Rockefeller Preserve,342966,298246.0
2011,Rockefeller Preserve,298246,282958.0
2010,Rockefeller Preserve,282958,274159.0
2009,Rockefeller Preserve,274159,318712.0
2008,Rockefeller Preserve,318712,0.0
2007,Rockefeller Preserve,315870,293151.0
2006,Rockefeller Preserve,293151,272406.0
2005,Rockefeller Preserve,272406,277812.0
2004,Rockefeller Preserve,277812,254828.0
2003,Rockefeller Preserve,254828,6477.0
2020,Rock Island,6477,6898.0
2019,Rock Island,6898,7305.0
2018,Rock Island,7305,6710.0
2017,Rock Island,6710,6585.0
2016,Rock Island,6585,7209.0
2015,Rock Island,7209,6941.0
2014,Rock Island,6941,10468.0
2013,Rock Island,10468,0.0
2012,Rock Island,0,0.0
2011,Rock Island,0,4708.0
2010,Rock Island,4708,3574.0
2009,Rock Island,3574,3123.0
2008,Rock Island,3123,0.0
2007,Rock Island,3707,2999.0
2006,Rock Island,2999,3620.0
2005,Rock Island,3620,4072.0
2004,Rock Island,4072,2889.0
2003,Rock Island,2889,544436.0
2020,Rockland Lake State ,544436,574143.0
2019,Rockland Lake State ,574143,482295.0
2018,Rockland Lake State ,482295,487724.0
2017,Rockland Lake State ,487724,547498.0
2016,Rockland Lake State ,547498,494634.0
2015,Rockland Lake State ,494634,629173.0
2014,Rockland Lake State ,629173,668360.0
2013,Rockland Lake State ,668360,676891.0
2012,Rockland Lake State ,676891,610305.0
2011,Rockland Lake State ,610305,666234.0
2010,Rockland Lake State ,666234,707891.0
2009,Rockland Lake State ,707891,583955.0
2008,Rockland Lake State ,583955,0.0
2007,Rockland Lake State ,1273985,1145210.0
2006,Rockland Lake State ,1145210,2040648.0
2005,Rockland Lake State ,2040648,1759534.0
2004,Rockland Lake State ,1759534,2124158.0
2003,Rockland Lake State ,2124158,28063.0
2020,Rudd Pond,28063,17936.0
2019,Rudd Pond,17936,17785.0
2018,Rudd Pond,17785,18056.0
2017,Rudd Pond,18056,22171.0
2016,Rudd Pond,22171,21201.0
2015,Rudd Pond,21201,18890.0
2014,Rudd Pond,18890,17140.0
2013,Rudd Pond,17140,18515.0
2012,Rudd Pond,18515,17190.0
2011,Rudd Pond,17190,16452.0
2010,Rudd Pond,16452,16954.0
2009,Rudd Pond,16954,16355.0
2008,Rudd Pond,16355,0.0
2007,Rudd Pond,16935,16946.0
2006,Rudd Pond,16946,18678.0
2005,Rudd Pond,18678,16746.0
2004,Rudd Pond,16746,16277.0
2003,Rudd Pond,16277,52957.0
2020,Sackets Harbor Btl Field,52957,83642.0
2019,Sackets Harbor Btl Field,83642,73121.0
2018,Sackets Harbor Btl Field,73121,73974.0
2017,Sackets Harbor Btl Field,73974,82547.0
2016,Sackets Harbor Btl Field,82547,77208.0
2015,Sackets Harbor Btl Field,77208,77797.0
2014,Sackets Harbor Btl Field,77797,74043.0
2013,Sackets Harbor Btl Field,74043,94466.0
2012,Sackets Harbor Btl Field,94466,88081.0
2011,Sackets Harbor Btl Field,88081,85382.0
2010,Sackets Harbor Btl Field,85382,98132.0
2009,Sackets Harbor Btl Field,98132,89069.0
2008,Sackets Harbor Btl Field,89069,0.0
2007,Sackets Harbor Btl Field,104440,91099.0
2006,Sackets Harbor Btl Field,91099,90923.0
2005,Sackets Harbor Btl Field,90923,101167.0
2004,Sackets Harbor Btl Field,101167,96288.0
2003,Sackets Harbor Btl Field,96288,29626.0
2020,Sag Harbour,29626,21968.0
2019,Sag Harbour,21968,22272.0
2018,Sag Harbour,22272,23814.0
2017,Sag Harbour,23814,23873.0
2016,Sag Harbour,23873,24975.0
2015,Sag Harbour,24975,25266.0
2014,Sag Harbour,25266,28695.0
2013,Sag Harbour,28695,30630.0
2012,Sag Harbour,30630,29750.0
2011,Sag Harbour,29750,35715.0
2010,Sag Harbour,35715,35785.0
2009,Sag Harbour,35785,37870.0
2008,Sag Harbour,37870,0.0
2007,Sag Harbour,35511,34020.0
2006,Sag Harbour,34020,32968.0
2005,Sag Harbour,32968,33845.0
2004,Sag Harbour,33845,30685.0
2003,Sag Harbour,30685,163569.0
2020,Sampson ,163569,165614.0
2019,Sampson ,165614,180254.0
2018,Sampson ,180254,161304.0
2017,Sampson ,161304,175672.0
2016,Sampson ,175672,188355.0
2015,Sampson ,188355,166043.0
2014,Sampson ,166043,154384.0
2013,Sampson ,154384,158662.0
2012,Sampson ,158662,158682.0
2011,Sampson ,158682,173894.0
2010,Sampson ,173894,171828.0
2009,Sampson ,171828,181926.0
2008,Sampson ,181926,0.0
2007,Sampson ,183410,172884.0
2006,Sampson ,172884,188434.0
2005,Sampson ,188434,182469.0
2004,Sampson ,182469,191513.0
2003,Sampson ,191513,97612.0
2020,Sam's Point,97612,86437.0
2019,Sam's Point,86437,82475.0
2018,Sam's Point,82475,79406.0
2017,Sam's Point,79406,62769.0
2016,Sam's Point,62769,65685.0
2015,Sam's Point,65685,25455.0
2020,Sandy Island Beach,25455,18842.0
2019,Sandy Island Beach,18842,25364.0
2018,Sandy Island Beach,25364,20577.0
2017,Sandy Island Beach,20577,32327.0
2016,Sandy Island Beach,32327,33932.0
2015,Sandy Island Beach,33932,33276.0
2014,Sandy Island Beach,33276,0.0
2013,Sandy Island Beach,35849,39375.0
2012,Sandy Island Beach,39375,38018.0
2011,Sandy Island Beach,38018,37580.0
2010,Sandy Island Beach,37580,36983.0
2009,Sandy Island Beach,36983,28637.0
2008,Sandy Island Beach,28637,28038.0
2007,Sandy Island Beach,28038,25795.0
2006,Sandy Island Beach,25795,32562.0
2005,Sandy Island Beach,32562,15185.0
2004,Sandy Island Beach,15185,0.0
2003,Sandy Island Beach,0,76861.0
2020,Saratoga Lake Boat Lnch,76861,111352.0
2019,Saratoga Lake Boat Lnch,111352,74902.0
2018,Saratoga Lake Boat Lnch,74902,87562.0
2017,Saratoga Lake Boat Lnch,87562,115781.0
2016,Saratoga Lake Boat Lnch,115781,99803.0
2015,Saratoga Lake Boat Lnch,99803,125144.0
2014,Saratoga Lake Boat Lnch,125144,0.0
2013,Saratoga Lake Boat Lnch,109046,50211.0
2012,Saratoga Lake Boat Lnch,50211,31125.0
2011,Saratoga Lake Boat Lnch,31125,76545.0
2010,Saratoga Lake Boat Lnch,76545,90148.0
2009,Saratoga Lake Boat Lnch,90148,64826.0
2008,Saratoga Lake Boat Lnch,64826,109089.0
2007,Saratoga Lake Boat Lnch,109089,99450.0
2006,Saratoga Lake Boat Lnch,99450,78591.0
2005,Saratoga Lake Boat Lnch,78591,63320.0
2004,Saratoga Lake Boat Lnch,63320,67082.0
2003,Saratoga Lake Boat Lnch,67082,2282427.0
2016,Saratoga Springs,2282427,2584669.0
2015,Saratoga Springs,2584669,3014277.0
2014,Saratoga Springs,3014277,2936194.0
2013,Saratoga Springs,2936194,2196378.0
2012,Saratoga Springs,2196378,1916781.0
2011,Saratoga Springs,1916781,2007752.0
2010,Saratoga Springs,2007752,0.0
2009,Saratoga Springs,1530259,1486723.0
2008,Saratoga Springs,1486723,1801638.0
2007,Saratoga Springs,1801638,1544905.0
2006,Saratoga Springs,1544905,890941.0
2005,Saratoga Springs,890941,942524.0
2004,Saratoga Springs,942524,998149.0
2003,Saratoga Springs,998149,2278570.0
2020,Saratoga Springs (incl Victoria Pool & Golf Course),2278570,3065622.0
2019,Saratoga Springs (incl Victoria Pool & Golf Course),3065622,2937683.0
2018,Saratoga Springs (incl Victoria Pool & Golf Course),2937683,3065282.0
2017,Saratoga Springs (incl Victoria Pool & Golf Course),3065282,248485.0
2020,Schodack Island,248485,207678.0
2019,Schodack Island,207678,194377.0
2018,Schodack Island,194377,187053.0
2017,Schodack Island,187053,185786.0
2016,Schodack Island,185786,113167.0
2015,Schodack Island,113167,125466.0
2014,Schodack Island,125466,0.0
2013,Schodack Island,98752,105758.0
2012,Schodack Island,105758,78722.0
2011,Schodack Island,78722,76453.0
2010,Schodack Island,76453,74678.0
2009,Schodack Island,74678,53729.0
2008,Schodack Island,53729,53627.0
2007,Schodack Island,53627,49510.0
2006,Schodack Island,49510,34081.0
2005,Schodack Island,34081,31971.0
2004,Schodack Island,31971,30995.0
2003,Schodack Island,30995,92703.0
2020,Schoharie Crossing,92703,89021.0
2019,Schoharie Crossing,89021,68382.0
2018,Schoharie Crossing,68382,73971.0
2017,Schoharie Crossing,73971,78550.0
2016,Schoharie Crossing,78550,75849.0
2015,Schoharie Crossing,75849,56503.0
2014,Schoharie Crossing,56503,0.0
2013,Schoharie Crossing,47620,53963.0
2012,Schoharie Crossing,53963,43837.0
2011,Schoharie Crossing,43837,52615.0
2010,Schoharie Crossing,52615,61527.0
2009,Schoharie Crossing,61527,44980.0
2008,Schoharie Crossing,44980,43025.0
2007,Schoharie Crossing,43025,63680.0
2006,Schoharie Crossing,63680,79452.0
2005,Schoharie Crossing,79452,84237.0
2004,Schoharie Crossing,84237,63430.0
2003,Schoharie Crossing,63430,50934.0
2020,Schunnemunk State ,50934,50410.0
2019,Schunnemunk State ,50410,48950.0
2018,Schunnemunk State ,48950,54625.0
2017,Schunnemunk State ,54625,52941.0
2016,Schunnemunk State ,52941,51993.0
2015,Schunnemunk State ,51993,44141.0
2014,Schunnemunk State ,44141,0.0
2013,Schunnemunk State ,42510,36405.0
2012,Schunnemunk State ,36405,32932.0
2011,Schunnemunk State ,32932,32739.0
2010,Schunnemunk State ,32739,30468.0
2009,Schunnemunk State ,30468,28579.0
2008,Schunnemunk State ,28579,25567.0
2007,Schunnemunk State ,25567,24313.0
2006,Schunnemunk State ,24313,19039.0
2005,Schunnemunk State ,19039,5916.0
2004,Schunnemunk State ,5916,417.0
2003,Schunnemunk State ,417,5029.0
2020,Schuyler Mansion,5029,15206.0
2019,Schuyler Mansion,15206,10889.0
2018,Schuyler Mansion,10889,12055.0
2017,Schuyler Mansion,12055,9971.0
2016,Schuyler Mansion,9971,5592.0
2015,Schuyler Mansion,5592,6083.0
2014,Schuyler Mansion,6083,0.0
2013,Schuyler Mansion,5629,5386.0
2012,Schuyler Mansion,5386,6156.0
2011,Schuyler Mansion,6156,4914.0
2010,Schuyler Mansion,4914,4888.0
2009,Schuyler Mansion,4888,5053.0
2008,Schuyler Mansion,5053,5198.0
2007,Schuyler Mansion,5198,6014.0
2006,Schuyler Mansion,6014,3635.0
2005,Schuyler Mansion,3635,4400.0
2004,Schuyler Mansion,4400,4206.0
2003,Schuyler Mansion,4206,119659.0
2020,Sebago Lake,119659,81226.0
2019,Sebago Lake,81226,69498.0
2018,Sebago Lake,69498,100542.0
2017,Sebago Lake,100542,149568.0
2016,Sebago Lake,149568,130479.0
2015,Sebago Lake,130479,52404.0
2014,Sebago Lake,52404,0.0
2013,Sebago Lake,62408,209720.0
2012,Sebago Lake,209720,239701.0
2011,Sebago Lake,239701,265401.0
2010,Sebago Lake,265401,383009.0
2009,Sebago Lake,383009,253677.0
2008,Sebago Lake,253677,206913.0
2007,Sebago Lake,206913,221579.0
2006,Sebago Lake,221579,114032.0
2005,Sebago Lake,114032,94028.0
2004,Sebago Lake,94028,97738.0
2003,Sebago Lake,97738,92502.0
2020,Selkirk Shores,92502,96448.0
2019,Selkirk Shores,96448,112422.0
2018,Selkirk Shores,112422,99946.0
2017,Selkirk Shores,99946,107911.0
2016,Selkirk Shores,107911,100397.0
2015,Selkirk Shores,100397,77930.0
2014,Selkirk Shores,77930,0.0
2013,Selkirk Shores,75069,82244.0
2012,Selkirk Shores,82244,86266.0
2011,Selkirk Shores,86266,130385.0
2010,Selkirk Shores,130385,150790.0
2009,Selkirk Shores,150790,160287.0
2008,Selkirk Shores,160287,178870.0
2007,Selkirk Shores,178870,159023.0
2006,Selkirk Shores,159023,151983.0
2005,Selkirk Shores,151983,150380.0
2004,Selkirk Shores,150380,166455.0
2003,Selkirk Shores,166455,19793.0
2020,Senate House,19793,38595.0
2019,Senate House,38595,45454.0
2018,Senate House,45454,47699.0
2017,Senate House,47699,39661.0
2016,Senate House,39661,34752.0
2015,Senate House,34752,29900.0
2014,Senate House,29900,0.0
2013,Senate House,19602,15944.0
2012,Senate House,15944,17394.0
2011,Senate House,17394,14713.0
2010,Senate House,14713,16773.0
2009,Senate House,16773,23160.0
2008,Senate House,23160,22731.0
2007,Senate House,22731,12310.0
2006,Senate House,12310,13029.0
2005,Senate House,13029,15178.0
2004,Senate House,15178,15326.0
2003,Senate House,15326,164232.0
2020,Seneca Lake ,164232,140148.0
2019,Seneca Lake ,140148,151380.0
2018,Seneca Lake ,151380,187897.0
2017,Seneca Lake ,187897,203580.0
2016,Seneca Lake ,203580,132622.0
2015,Seneca Lake ,132622,144200.0
2014,Seneca Lake ,144200,0.0
2013,Seneca Lake ,140186,164166.0
2012,Seneca Lake ,164166,147704.0
2011,Seneca Lake ,147704,186237.0
2010,Seneca Lake ,186237,171762.0
2009,Seneca Lake ,171762,169670.0
2008,Seneca Lake ,169670,129339.0
2007,Seneca Lake ,129339,116988.0
2006,Seneca Lake ,116988,187520.0
2005,Seneca Lake ,187520,188984.0
2004,Seneca Lake ,188984,184428.0
2003,Seneca Lake ,184428,44235.0
2014,Shadmoor,44235,55595.0
2013,Shadmoor,55595,167175.0
2020,Shadmore,167175,107760.0
2019,Shadmore,107760,114490.0
2018,Shadmore,114490,92155.0
2017,Shadmore,92155,48855.0
2016,Shadmore,48855,0.0
2015,Shadmore,41295,45896.0
2012,Shadmore,45896,58385.0
2011,Shadmore,58385,59480.0
2010,Shadmore,59480,93485.0
2009,Shadmore,93485,111595.0
2008,Shadmore,111595,120645.0
2007,Shadmore,120645,115220.0
2006,Shadmore,115220,104215.0
2005,Shadmore,104215,118935.0
2004,Shadmore,118935,0.0
2003,Shadmore,0,435549.0
2020,Shirley Chisholm State ,435549,111849.0
2019,Shirley Chisholm State ,111849,34902.0
2020,Silver Lake,34902,27031.0
2019,Silver Lake,27031,19527.0
2018,Silver Lake,19527,22062.0
2017,Silver Lake,22062,20788.0
2016,Silver Lake,20788,0.0
2015,Silver Lake,23060,22478.0
2014,Silver Lake,22478,24349.0
2013,Silver Lake,24349,26854.0
2012,Silver Lake,26854,22020.0
2011,Silver Lake,22020,25370.0
2010,Silver Lake,25370,20164.0
2009,Silver Lake,20164,23800.0
2008,Silver Lake,23800,30407.0
2007,Silver Lake,30407,26110.0
2006,Silver Lake,26110,32155.0
2005,Silver Lake,32155,27492.0
2004,Silver Lake,27492,27428.0
2003,Silver Lake,27428,28476.0
2016,Soaring Eagles Golf Course,28476,26543.0
2015,Soaring Eagles Golf Course,26543,26930.0
2014,Soaring Eagles Golf Course,26930,27565.0
2013,Soaring Eagles Golf Course,27565,25090.0
2012,Soaring Eagles Golf Course,25090,0.0
2011,Soaring Eagles Golf Course,24785,27142.0
2010,Soaring Eagles Golf Course,27142,29419.0
2009,Soaring Eagles Golf Course,29419,33200.0
2008,Soaring Eagles Golf Course,33200,34848.0
2007,Soaring Eagles Golf Course,34848,32793.0
2006,Soaring Eagles Golf Course,32793,43247.0
2005,Soaring Eagles Golf Course,43247,66213.0
2004,Soaring Eagles Golf Course,66213,55800.0
2003,Soaring Eagles Golf Course,55800,15388.0
2020,Sonnenberg Gardens and Mansion,15388,34129.0
2019,Sonnenberg Gardens and Mansion,34129,34329.0
2018,Sonnenberg Gardens and Mansion,34329,39000.0
2017,Sonnenberg Gardens and Mansion,39000,148336.0
2020,Southwick Beach ,148336,84212.0
2019,Southwick Beach ,84212,114713.0
2018,Southwick Beach ,114713,89190.0
2017,Southwick Beach ,89190,136227.0
2016,Southwick Beach ,136227,0.0
2015,Southwick Beach ,124555,114990.0
2014,Southwick Beach ,114990,120345.0
2013,Southwick Beach ,120345,129306.0
2012,Southwick Beach ,129306,108347.0
2011,Southwick Beach ,108347,100464.0
2010,Southwick Beach ,100464,90723.0
2009,Southwick Beach ,90723,85493.0
2008,Southwick Beach ,85493,89735.0
2007,Southwick Beach ,89735,91062.0
2006,Southwick Beach ,91062,96435.0
2005,Southwick Beach ,96435,83828.0
2004,Southwick Beach ,83828,86761.0
2003,Southwick Beach ,86761,375.0
2020,Springbrook Greens,375,221.0
2019,Springbrook Greens,221,2159.0
2018,Springbrook Greens,2159,5002.0
2017,Springbrook Greens,5002,0.0
2016,Springbrook Greens,0,0.0
2015,Springbrook Greens,0,8456.0
2014,Springbrook Greens,8456,4909.0
2013,Springbrook Greens,4909,0.0
2012,Springbrook Greens,0,6000.0
2011,Springbrook Greens,6000,6299.0
2010,Springbrook Greens,6299,9015.0
2009,Springbrook Greens,9015,8735.0
2008,Springbrook Greens,8735,8563.0
2007,Springbrook Greens,8563,10085.0
2006,Springbrook Greens,10085,0.0
2005,Springbrook Greens,0,0.0
2004,Springbrook Greens,0,0.0
2003,Springbrook Greens,0,47619.0
2014,Staatsburgh Shs,47619,46007.0
2013,Staatsburgh Shs,46007,14849.0
2012,Staatsburgh Shs,14849,13158.0
2011,Staatsburgh Shs,13158,16128.0
2010,Staatsburgh Shs,16128,0.0
2009,Staatsburgh Shs,15619,19240.0
2008,Staatsburgh Shs,19240,22459.0
2007,Staatsburgh Shs,22459,23182.0
2006,Staatsburgh Shs,23182,19143.0
2005,Staatsburgh Shs,19143,21186.0
2004,Staatsburgh Shs,21186,16173.0
2003,Staatsburgh Shs,16173,65112.0
2020,Staatsburgh SHS,65112,55067.0
2019,Staatsburgh SHS,55067,55339.0
2018,Staatsburgh SHS,55339,56079.0
2017,Staatsburgh SHS,56079,45153.0
2016,Staatsburgh SHS,45153,43068.0
2015,Staatsburgh SHS,43068,0.0
2020,State  at the Fair *1,0,1329275.0
2019,State  at the Fair *1,1329275,1279010.0
2018,State  at the Fair *1,1279010,1161912.0
2017,State  at the Fair *1,1161912,305537.0
2020,Sterling Forest,305537,0.0
2019,Sterling Forest,309492,297659.0
2018,Sterling Forest,297659,318159.0
2017,Sterling Forest,318159,333204.0
2016,Sterling Forest,333204,325884.0
2015,Sterling Forest,325884,266944.0
2014,Sterling Forest,266944,254485.0
2013,Sterling Forest,254485,206563.0
2012,Sterling Forest,206563,184731.0
2011,Sterling Forest,184731,180892.0
2010,Sterling Forest,180892,176457.0
2009,Sterling Forest,176457,157074.0
2008,Sterling Forest,157074,149188.0
2007,Sterling Forest,149188,124683.0
2006,Sterling Forest,124683,113856.0
2005,Sterling Forest,113856,83661.0
2004,Sterling Forest,83661,72579.0
2003,Sterling Forest,72579,5508.0
2020,Steuben Memorial,5508,0.0
2019,Steuben Memorial,5171,957.0
2018,Steuben Memorial,957,0.0
2017,Steuben Memorial,0,0.0
2016,Steuben Memorial,0,0.0
2015,Steuben Memorial,0,0.0
2014,Steuben Memorial,0,21.0
2013,Steuben Memorial,21,883.0
2012,Steuben Memorial,883,528.0
2011,Steuben Memorial,528,552.0
2010,Steuben Memorial,552,967.0
2009,Steuben Memorial,967,908.0
2008,Steuben Memorial,908,3662.0
2007,Steuben Memorial,3662,4599.0
2006,Steuben Memorial,4599,6167.0
2005,Steuben Memorial,6167,2101.0
2004,Steuben Memorial,2101,2729.0
2003,Steuben Memorial,2729,11414.0
2020,St Lawrence Golf Course,11414,0.0
2019,St Lawrence Golf Course,8019,6791.0
2018,St Lawrence Golf Course,6791,8205.0
2017,St Lawrence Golf Course,8205,0.0
2016,St Lawrence Golf Course,0,0.0
2015,St Lawrence Golf Course,0,9386.0
2014,St Lawrence Golf Course,9386,9789.0
2013,St Lawrence Golf Course,9789,10101.0
2012,St Lawrence Golf Course,10101,9726.0
2011,St Lawrence Golf Course,9726,12287.0
2010,St Lawrence Golf Course,12287,13192.0
2009,St Lawrence Golf Course,13192,11991.0
2008,St Lawrence Golf Course,11991,16127.0
2007,St Lawrence Golf Course,16127,17579.0
2006,St Lawrence Golf Course,17579,37015.0
2005,St Lawrence Golf Course,37015,31271.0
2004,St Lawrence Golf Course,31271,18226.0
2003,St Lawrence Golf Course,18226,226726.0
2020,Stony Brook ,226726,0.0
2019,Stony Brook ,176169,173719.0
2018,Stony Brook ,173719,174768.0
2017,Stony Brook ,174768,212655.0
2016,Stony Brook ,212655,173973.0
2015,Stony Brook ,173973,164536.0
2014,Stony Brook ,164536,156501.0
2013,Stony Brook ,156501,152114.0
2012,Stony Brook ,152114,146987.0
2011,Stony Brook ,146987,121853.0
2010,Stony Brook ,121853,129984.0
2009,Stony Brook ,129984,116595.0
2008,Stony Brook ,116595,130359.0
2007,Stony Brook ,130359,113703.0
2006,Stony Brook ,113703,99904.0
2005,Stony Brook ,99904,98645.0
2004,Stony Brook ,98645,99231.0
2003,Stony Brook ,99231,23951.0
2020,Stony Creek,23951,0.0
2019,Stony Creek,22460,23365.0
2018,Stony Creek,23365,25943.0
2017,Stony Creek,25943,28505.0
2016,Stony Creek,28505,35987.0
2015,Stony Creek,35987,35187.0
2014,Stony Creek,35187,33796.0
2013,Stony Creek,33796,29421.0
2012,Stony Creek,29421,23649.0
2011,Stony Creek,23649,23623.0
2010,Stony Creek,23623,24373.0
2009,Stony Creek,24373,22170.0
2008,Stony Creek,22170,24192.0
2007,Stony Creek,24192,22245.0
2006,Stony Creek,22245,23364.0
2005,Stony Creek,23364,16102.0
2004,Stony Creek,16102,14341.0
2003,Stony Creek,14341,32060.0
2020,Stony Point Battlefield,32060,0.0
2019,Stony Point Battlefield,35533,28514.0
2018,Stony Point Battlefield,28514,25660.0
2017,Stony Point Battlefield,25660,35086.0
2016,Stony Point Battlefield,35086,35121.0
2015,Stony Point Battlefield,35121,34486.0
2014,Stony Point Battlefield,34486,36404.0
2013,Stony Point Battlefield,36404,29137.0
2012,Stony Point Battlefield,29137,28545.0
2011,Stony Point Battlefield,28545,23167.0
